flight_number,airport,type,status,aircraft
EI 8872,LHR,Arrival,Expected,
AF 3677,LHR,Arrival,Expected,
SK 3988,LHR,Arrival,Expected,
VS 4020,LHR,Arrival,Expected,
DL 50,LHR,Arrival,Expected,N852NW
KL 6113,LHR,Arrival,Expected,
VS 4038,LHR,Arrival,Expected,
SK 3982,LHR,Arrival,Expected,
DL 16,LHR,Arrival,Expected,N413DX
KL 6077,LHR,Arrival,Expected,
AF 3639,LHR,Arrival,Expected,
QR 6264,LHR,Arrival,Expected,
AA 7091,LHR,Arrival,Expected,
BA 353,LHR,Arrival,Expected,
LH 900,LHR,Arrival,Canceled,D-AINB
UA 8818,LHR,Arrival,Canceled,D-AINB
VN 3193,LHR,Arrival,Expected,
VS 303,LHR,Arrival,Expected,G-VTEA
DL 5949,LHR,Arrival,Expected,
AA 6630,LHR,Arrival,Expected,
BA 775,LHR,Arrival,Expected,
WS 5802,LHR,Arrival,Expected,
SQ 2617,LHR,Arrival,Expected,
DL 7623,LHR,Arrival,Expected,
SK 525,LHR,Arrival,Expected,EI-SIF
LY 9752,LHR,Arrival,Expected,
VN 3047,LHR,Arrival,Expected,
VS 5903,LHR,Arrival,Expected,
AA 6686,LHR,Arrival,Expected,
CX 7240,LHR,Arrival,Expected,
BA 957,LHR,Arrival,Expected,
B6 6273,LHR,Arrival,Expected,
QR 6213,LHR,Arrival,Expected,
AC 7401,LHR,Arrival,Delayed,
TG 910,LHR,Arrival,Delayed,HS-TTC
WS 5201,LHR,Arrival,Expected,PH-AXK
DL 9330,LHR,Arrival,Expected,PH-AXK
MF 9779,LHR,Arrival,Expected,PH-AXK
VS 7059,LHR,Arrival,Expected,PH-AXK
KL 1003,LHR,Arrival,Expected,PH-AXK
GA 9370,LHR,Arrival,Expected,PH-AXK
VS 4010,LHR,Arrival,Expected,
AF 3553,LHR,Arrival,Expected,
KL 6069,LHR,Arrival,Expected,
SK 3977,LHR,Arrival,Expected,
DL 32,LHR,Arrival,Expected,N428DX
BA 1385,LHR,Arrival,Expected,
AA 6618,LHR,Arrival,Expected,
QR 6251,LHR,Arrival,Expected,
MH 9875,LHR,Arrival,Expected,
JL 6508,LHR,Arrival,Expected,
IB 3714,LHR,Arrival,Expected,
BA 5926,LHR,Arrival,Expected,
EI 710,LHR,Arrival,Expected,
AC 6912,LHR,Arrival,Expected,
AA 8068,LHR,Arrival,Expected,
QR 8234,LHR,Arrival,Expected,
LM 621,LHR,Arrival,Expected,
BA 7851,LHR,Arrival,Expected,
UA 9647,LHR,Arrival,Expected,
EW 460,LHR,Arrival,Expected,
AC 6949,LHR,Arrival,Expected,
B6 6277,LHR,Arrival,Expected,
AA 7185,LHR,Arrival,Expected,
BA 851,LHR,Arrival,Expected,
IB 3688,LHR,Arrival,Expected,
AA 7179,LHR,Arrival,Expected,
BA 547,LHR,Arrival,Expected,
JL 7150,LHR,Arrival,Expected,
BA 5954,LHR,Arrival,Expected,
QR 8223,LHR,Arrival,Expected,
EI 154,LHR,Arrival,Expected,
AA 8034,LHR,Arrival,Expected,
BA 681,LHR,Arrival,Expected,
AA 6612,LHR,Arrival,Expected,
MH 9917,LHR,Arrival,Expected,
AA 7081,LHR,Arrival,Expected,
JL 7776,LHR,Arrival,Expected,
CX 7297,LHR,Arrival,Expected,
LA 5557,LHR,Arrival,Expected,
BA 703,LHR,Arrival,Expected,
MH 9151,LHR,Arrival,Expected,
AY 1331,LHR,Arrival,Expected,
UL 3200,LHR,Arrival,Expected,
QF 3802,LHR,Arrival,Expected,
JL 9331,LHR,Arrival,Expected,
AA 8999,LHR,Arrival,Expected,
CX 1410,LHR,Arrival,Expected,
BA 6031,LHR,Arrival,Expected,
BA 8076,LHR,Arrival,Expected,
IB 5641,LHR,Arrival,Expected,
VY 6650,LHR,Arrival,Expected,
AC 3715,LHR,Arrival,Expected,
UA 904,LHR,Arrival,Expected,N684UA
SN 9055,LHR,Arrival,Expected,
LX 3043,LHR,Arrival,Expected,
LH 7632,LHR,Arrival,Expected,
QR 5907,LHR,Arrival,Expected,
BA 1465,LHR,Arrival,Expected,
AA 6875,LHR,Arrival,Expected,
EI 8902,LHR,Arrival,Expected,
BA 202,LHR,Arrival,Expected,G-YMMO
AA 6926,LHR,Arrival,Expected,
IB 3581,LHR,Arrival,Expected,
AY 5502,LHR,Arrival,Expected,
BA 785,LHR,Arrival,Expected,G-TNEI
BA 5940,LHR,Arrival,Expected,
AC 6916,LHR,Arrival,Expected,
EI 380,LHR,Arrival,Expected,
QR 8231,LHR,Arrival,Expected,
AA 8060,LHR,Arrival,Expected,
BA 1597,LHR,Arrival,Expected,
AA 732,LHR,Arrival,Expected,N795AN
IB 4668,LHR,Arrival,Expected,
AY 3808,LHR,Arrival,Expected,
BA 7060,LHR,Arrival,Expected,
VY 5228,LHR,Arrival,Expected,
JL 9417,LHR,Arrival,Expected,
IB 713,LHR,Arrival,Expected,
LA 1565,LHR,Arrival,Expected,
AA 8742,LHR,Arrival,Expected,
QR 6563,LHR,Arrival,Expected,
BA 282,LHR,Arrival,Expected,G-STBJ
EI 8982,LHR,Arrival,Expected,
AY 5522,LHR,Arrival,Expected,
AS 5294,LHR,Arrival,Expected,
AA 6935,LHR,Arrival,Expected,
IB 3623,LHR,Arrival,Expected,
IB 3504,LHR,Arrival,Delayed,
AA 7207,LHR,Arrival,Delayed,
BA 42,LHR,Arrival,Canceled,
AY 5950,LHR,Arrival,Delayed,
LH 6693,LHR,Arrival,Expected,
UL 2858,LHR,Arrival,Expected,
TP 8048,LHR,Arrival,Expected,
AC 888,LHR,Arrival,Expected,
UA 8090,LHR,Arrival,Expected,
OS 8340,LHR,Arrival,Expected,
AY 3789,LHR,Arrival,Expected,
IB 4250,LHR,Arrival,Expected,
GF 6674,LHR,Arrival,Expected,
AA 174,LHR,Arrival,Expected,N794AN
BA 1551,LHR,Arrival,Expected,
KL 2503,LHR,Arrival,Expected,
DL 5990,LHR,Arrival,Expected,
AF 6759,LHR,Arrival,Expected,
VS 10,LHR,Arrival,Expected,G-VLDY
WS 5810,LHR,Arrival,Expected,
VS 5908,LHR,Arrival,Expected,
SK 501,LHR,Arrival,Expected,
DL 7624,LHR,Arrival,Expected,
SQ 2629,LHR,Arrival,Expected,
LX 3057,LHR,Arrival,Expected,
LH 7772,LHR,Arrival,Expected,
UA 27,LHR,Arrival,Expected,N29991
SN 9023,LHR,Arrival,Expected,
OS 7991,LHR,Arrival,Expected,
AC 4050,LHR,Arrival,Expected,
BA 873,LHR,Arrival,Expected,
AA 6713,LHR,Arrival,Expected,
AY 5410,LHR,Arrival,Expected,
BA 190,LHR,Arrival,Expected,G-XWBI
AA 6947,LHR,Arrival,Expected,
EI 8890,LHR,Arrival,Expected,
IB 3572,LHR,Arrival,Expected,
AF 3607,LHR,Arrival,Expected,
KL 6021,LHR,Arrival,Expected,
SK 3986,LHR,Arrival,Expected,
VS 4037,LHR,Arrival,Expected,
DL 20,LHR,Arrival,Expected,N855NW
EI 8888,LHR,Arrival,Expected,
BA 188,LHR,Arrival,Expected,G-VIIN
AY 5488,LHR,Arrival,Expected,
IB 3570,LHR,Arrival,Expected,
AA 6945,LHR,Arrival,Expected,
EI 8820,LHR,Arrival,Expected,
MH 9949,LHR,Arrival,Expected,
AA 7020,LHR,Arrival,Expected,
IB 3551,LHR,Arrival,Expected,
BA 120,LHR,Arrival,Expected,G-ZBJI
AY 5402,LHR,Arrival,Expected,
B6 7,LHR,Arrival,Expected,N4074J
TP 4442,LHR,Arrival,Expected,
TG 5811,LHR,Arrival,Expected,
AC 850,LHR,Arrival,Expected,C-GHPT
TP 8269,LHR,Arrival,Expected,
OS 8238,LHR,Arrival,Expected,
MS 9630,LHR,Arrival,Expected,
AI 6304,LHR,Arrival,Expected,
UA 8586,LHR,Arrival,Expected,
UL 2850,LHR,Arrival,Expected,
ME 4512,LHR,Arrival,Expected,
A3 3072,LHR,Arrival,Expected,
LH 6847,LHR,Arrival,Expected,
VS 5936,LHR,Arrival,Expected,
SK 803,LHR,Arrival,Expected,
SQ 2613,LHR,Arrival,Expected,
WS 5819,LHR,Arrival,Expected,
DL 7637,LHR,Arrival,Expected,
SQ 2371,LHR,Arrival,Expected,
AI 7761,LHR,Arrival,Expected,
AC 6744,LHR,Arrival,Expected,
LO 281,LHR,Arrival,Expected,
AY 5514,LHR,Arrival,Expected,
EI 8814,LHR,Arrival,Expected,
AA 6914,LHR,Arrival,Expected,
BA 114,LHR,Arrival,Expected,G-ZBKG
IB 3542,LHR,Arrival,Expected,
AS 5252,LHR,Arrival,Expected,
AF 9894,LHR,Arrival,Expected,
KL 4843,LHR,Arrival,Expected,
VS 148,LHR,Arrival,Expected,
DL 5934,LHR,Arrival,Expected,
IB 3812,LHR,Arrival,Expected,
AA 6971,LHR,Arrival,Expected,
BA 170,LHR,Arrival,Expected,G-ZBLC
AY 5422,LHR,Arrival,Expected,
MH 9963,LHR,Arrival,Expected,
EI 8870,LHR,Arrival,Expected,
BA 563,LHR,Arrival,Expected,
AA 7066,LHR,Arrival,Expected,
QR 5868,LHR,Arrival,Expected,
AA 104,LHR,Arrival,Expected,N719AN
UL 2040,LHR,Arrival,Expected,
IB 4220,LHR,Arrival,Expected,
BA 1515,LHR,Arrival,Expected,G-VIIJ
GF 6604,LHR,Arrival,Expected,
AY 3774,LHR,Arrival,Expected,
AS 6906,LHR,Arrival,Expected,
UA 8856,LHR,Arrival,Canceled,D-AIJC
LH 902,LHR,Arrival,Canceled,D-AIJC
VS 359,LHR,Arrival,Expected,G-VELJ
DL 5928,LHR,Arrival,Expected,
VN 3225,LHR,Arrival,Expected,
JL 7720,LHR,Arrival,Expected,
BA 641,LHR,Arrival,Expected,
AA 6856,LHR,Arrival,Expected,
AT 5207,LHR,Arrival,Expected,
JL 6534,LHR,Arrival,Expected,
AA 7192,LHR,Arrival,Expected,
BA 889,LHR,Arrival,Expected,
UA 6915,LHR,Arrival,Expected,
TK 1979,LHR,Arrival,Expected,
FI 7000,LHR,Arrival,Expected,
BR 3554,LHR,Arrival,Expected,
3U 7203,LHR,Arrival,Expected,
6E 4063,LHR,Arrival,Expected,
PK 5979,LHR,Arrival,Expected,
BA 407,LHR,Arrival,Expected,
VS 198,LHR,Arrival,Expected,
SV 6600,LHR,Arrival,Expected,
SK 6402,LHR,Arrival,Expected,
KQ 7155,LHR,Arrival,Expected,
AY 3762,LHR,Arrival,Expected,
GF 6678,LHR,Arrival,Expected,
BA 1531,LHR,Arrival,Expected,G-XWBR
AA 80,LHR,Arrival,Expected,N843AN
IB 4206,LHR,Arrival,Expected,
BA 513,LHR,Arrival,Expected,
QR 5997,LHR,Arrival,Expected,
AA 7124,LHR,Arrival,Expected,
AY 5532,LHR,Arrival,Expected,
IB 3631,LHR,Arrival,Expected,
AA 7001,LHR,Arrival,Expected,
EI 8992,LHR,Arrival,Expected,
BA 292,LHR,Arrival,Expected,G-VIIF
LX 3051,LHR,Arrival,Expected,
OS 7810,LHR,Arrival,Expected,
UA 5,LHR,Arrival,Expected,N792UA
SN 9079,LHR,Arrival,Expected,
LH 7620,LHR,Arrival,Expected,
AC 3859,LHR,Arrival,Expected,
BA 1359,LHR,Arrival,Expected,
QR 6009,LHR,Arrival,Expected,
AA 6620,LHR,Arrival,Expected,
AA 6609,LHR,Arrival,Expected,
BA 403,LHR,Arrival,Expected,
SN 2093,LHR,Arrival,Canceled,
KL 4807,LHR,Arrival,Expected,
VS 20,LHR,Arrival,Expected,G-VAHH
NZ 4162,LHR,Arrival,Expected,
AF 9650,LHR,Arrival,Expected,
DL 5964,LHR,Arrival,Expected,
IB 3799,LHR,Arrival,Expected,
QR 6282,LHR,Arrival,Expected,
AA 6884,LHR,Arrival,Expected,
BA 1439,LHR,Arrival,Expected,
IB 3532,LHR,Arrival,Expected,
BA 98,LHR,Arrival,Expected,
AY 5998,LHR,Arrival,Expected,
AA 6921,LHR,Arrival,Expected,
EI 8798,LHR,Arrival,Expected,
AA 8076,LHR,Arrival,Expected,
AC 6904,LHR,Arrival,Expected,
BA 5914,LHR,Arrival,Expected,
QR 8224,LHR,Arrival,Expected,
EI 156,LHR,Arrival,Expected,
KQ 4089,LHR,Arrival,Expected,
CX 7246,LHR,Arrival,Expected,
AA 6666,LHR,Arrival,Expected,
BA 1327,LHR,Arrival,Expected,
LA 5503,LHR,Arrival,Expected,
IB 3710,LHR,Arrival,Expected,
CZ 7249,LHR,Arrival,Expected,
AY 5966,LHR,Arrival,Expected,
QR 5991,LHR,Arrival,Expected,
BA 1473,LHR,Arrival,Expected,
AA 7195,LHR,Arrival,Expected,
VS 4030,LHR,Arrival,Expected,
SK 3973,LHR,Arrival,Expected,
KL 6103,LHR,Arrival,Expected,
AF 3662,LHR,Arrival,Expected,
DL 3,LHR,Arrival,Expected,N826MH
DL 5978,LHR,Arrival,Expected,
VS 8,LHR,Arrival,Expected,G-VOOH
AF 6757,LHR,Arrival,Expected,
KL 2513,LHR,Arrival,Expected,
UA 940,LHR,Arrival,Expected,N662UA
LH 7768,LHR,Arrival,Expected,
AC 3001,LHR,Arrival,Expected,
OS 7800,LHR,Arrival,Expected,
LX 3059,LHR,Arrival,Expected,
SN 9061,LHR,Arrival,Expected,
RJ 7005,LHR,Arrival,Expected,
IB 4212,LHR,Arrival,Expected,
BA 1541,LHR,Arrival,Expected,G-VIIE
UL 2036,LHR,Arrival,Expected,
AY 3887,LHR,Arrival,Expected,
AA 90,LHR,Arrival,Expected,N849AN
AS 6986,LHR,Arrival,Expected,
NH 6143,LHR,Arrival,Expected,
LH 2472,LHR,Arrival,Expected,
UA 8885,LHR,Arrival,Expected,
BA 825,LHR,Arrival,Expected,
EI 8325,LHR,Arrival,Expected,
AA 7136,LHR,Arrival,Expected,
LA 5507,LHR,Arrival,Expected,
QR 5899,LHR,Arrival,Expected,
KM 100,LHR,Arrival,Expected,
QR 4816,LHR,Arrival,Expected,
VN 3644,LHR,Arrival,Expected,
UU 8580,LHR,Arrival,Expected,
AM 6019,LHR,Arrival,Expected,
MK 9416,LHR,Arrival,Expected,
G3 5114,LHR,Arrival,Expected,
DL 8671,LHR,Arrival,Expected,
VS 6660,LHR,Arrival,Expected,
KQ 3076,LHR,Arrival,Expected,
MU 1765,LHR,Arrival,Expected,
AF 1580,LHR,Arrival,Expected,
CX 7212,LHR,Arrival,Expected,
BA 357,LHR,Arrival,Expected,
LA 5528,LHR,Arrival,Expected,
AA 7165,LHR,Arrival,Expected,
PK 9991,LHR,Arrival,Expected,
VS 317,LHR,Arrival,Expected,G-VDIA
DL 5941,LHR,Arrival,Expected,
JL 9421,LHR,Arrival,Expected,
QR 6534,LHR,Arrival,Expected,
BA 7066,LHR,Arrival,Expected,
AA 8655,LHR,Arrival,Expected,
VY 5185,LHR,Arrival,Expected,
LA 5434,LHR,Arrival,Expected,
IB 715,LHR,Arrival,Expected,
AA 6723,LHR,Arrival,Canceled,
CX 7115,LHR,Arrival,Canceled,
BA 387,LHR,Arrival,Canceled,
BA 1391,LHR,Arrival,Expected,
LA 5487,LHR,Arrival,Expected,
AA 7210,LHR,Arrival,Expected,
EI 8391,LHR,Arrival,Expected,
QR 6003,LHR,Arrival,Expected,
VS 22,LHR,Arrival,Expected,G-VEYR
AF 9652,LHR,Arrival,Expected,
KL 4809,LHR,Arrival,Expected,
DL 5982,LHR,Arrival,Expected,
QR 9763,LHR,Arrival,Expected,
BA 431,LHR,Arrival,Expected,
AA 7104,LHR,Arrival,Expected,
JL 7100,LHR,Arrival,Expected,
VS 8201,LHR,Arrival,Expected,
AC 6527,LHR,Arrival,Expected,
ME 201,LHR,Arrival,Expected,
JL 6504,LHR,Arrival,Expected,
IB 3695,LHR,Arrival,Expected,
BA 1301,LHR,Arrival,Expected,
QF 3562,LHR,Arrival,Expected,
AA 7239,LHR,Arrival,Expected,
QR 6007,LHR,Arrival,Expected,
MH 9681,LHR,Arrival,Expected,
LA 5483,LHR,Arrival,Expected,
GA 9081,LHR,Arrival,Expected,PH-AXD
WS 5203,LHR,Arrival,Expected,PH-AXD
MF 9638,LHR,Arrival,Expected,PH-AXD
DL 9346,LHR,Arrival,Expected,PH-AXD
VS 7060,LHR,Arrival,Expected,PH-AXD
KQ 1009,LHR,Arrival,Expected,PH-AXD
KL 1005,LHR,Arrival,Expected,PH-AXD
CI 9591,LHR,Arrival,Expected,PH-AXD
UA 8811,LHR,Arrival,Expected,D-AIEA
OU 5480,LHR,Arrival,Expected,D-AIEA
LH 904,LHR,Arrival,Expected,D-AIEA
EK 3388,LHR,Arrival,Expected,
TP 5613,LHR,Arrival,Expected,
FI 450,LHR,Arrival,Expected,
AI 7091,LHR,Arrival,Expected,
BA 252,LHR,Arrival,Expected,G-VIIV
LX 3045,LHR,Arrival,Expected,
UA 924,LHR,Arrival,Expected,N655UA
AC 5350,LHR,Arrival,Expected,
LH 9267,LHR,Arrival,Expected,
CM 2294,LHR,Arrival,Expected,
OS 7808,LHR,Arrival,Expected,
QR 5971,LHR,Arrival,Expected,
BA 665,LHR,Arrival,Canceled,
MH 9665,LHR,Arrival,Expected,
BA 303,LHR,Arrival,Expected,
AA 7173,LHR,Arrival,Expected,
QR 6253,LHR,Arrival,Expected,
BA 1329,LHR,Arrival,Expected,
QR 6012,LHR,Arrival,Expected,
LA 5504,LHR,Arrival,Expected,
AA 7118,LHR,Arrival,Expected,
CX 7290,LHR,Arrival,Expected,
QR 9704,LHR,Arrival,Expected,
BA 931,LHR,Arrival,Expected,G-EUUE
AA 7084,LHR,Arrival,Expected,
IB 3730,LHR,Arrival,Expected,
AY 5942,LHR,Arrival,Expected,
QR 6283,LHR,Arrival,Expected,
JL 6500,LHR,Arrival,Expected,
BA 1441,LHR,Arrival,Expected,
AA 6734,LHR,Arrival,Expected,
AA 6625,LHR,Arrival,Expected,
QR 9790,LHR,Arrival,Expected,
BA 1361,LHR,Arrival,Expected,
LA 5499,LHR,Arrival,Expected,
TP 7039,LHR,Arrival,Canceled,
AI 129,LHR,Arrival,Canceled,VT-ALT
AC 6425,LHR,Arrival,Canceled,
OS 7796,LHR,Arrival,Expected,
AC 5254,LHR,Arrival,Expected,
LX 3055,LHR,Arrival,Expected,
UA 146,LHR,Arrival,Expected,N686UA
SN 9041,LHR,Arrival,Expected,
LH 7624,LHR,Arrival,Expected,
SN 9057,LHR,Arrival,Expected,
BA 727,LHR,Arrival,Expected,
QR 9773,LHR,Arrival,Expected,
AA 6862,LHR,Arrival,Expected,
DL 5969,LHR,Arrival,Expected,
KL 2511,LHR,Arrival,Expected,
AF 9909,LHR,Arrival,Expected,
VS 118,LHR,Arrival,Expected,G-VGEM
AA 6798,LHR,Arrival,Expected,
BA 371,LHR,Arrival,Expected,
QR 6265,LHR,Arrival,Expected,
JL 6506,LHR,Arrival,Expected,
AA 7144,LHR,Arrival,Expected,
QR 9693,LHR,Arrival,Expected,
MH 9927,LHR,Arrival,Expected,
BA 709,LHR,Arrival,Expected,
UA 9758,LHR,Arrival,Expected,
AC 6838,LHR,Arrival,Expected,
LX 318,LHR,Arrival,Expected,HB-JCU
LX 3053,LHR,Arrival,Expected,
LH 9355,LHR,Arrival,Expected,
SN 9088,LHR,Arrival,Expected,
AC 5368,LHR,Arrival,Expected,
UA 938,LHR,Arrival,Expected,N666UA
OS 7854,LHR,Arrival,Expected,
AA 6941,LHR,Arrival,Expected,
IB 3566,LHR,Arrival,Expected,
EI 8882,LHR,Arrival,Expected,
AS 5264,LHR,Arrival,Expected,
BA 182,LHR,Arrival,Expected,G-VIIJ
AY 5482,LHR,Arrival,Expected,
QR 9712,LHR,Arrival,Expected,
CX 7202,LHR,Arrival,Expected,
BA 961,LHR,Arrival,Expected,
AA 6672,LHR,Arrival,Expected,
BA 226,LHR,Arrival,Expected,G-VIIC
IB 3595,LHR,Arrival,Expected,
EI 8926,LHR,Arrival,Expected,
AA 6977,LHR,Arrival,Expected,
AY 5426,LHR,Arrival,Expected,
LH 6559,LHR,Arrival,Expected,
MS 9619,LHR,Arrival,Expected,
UA 8412,LHR,Arrival,Expected,
ET 1141,LHR,Arrival,Expected,
AC 858,LHR,Arrival,Expected,
A3 3057,LHR,Arrival,Expected,
OS 8288,LHR,Arrival,Expected,
TG 5806,LHR,Arrival,Expected,
AS 5276,LHR,Arrival,Expected,
IB 3520,LHR,Arrival,Expected,
AY 5442,LHR,Arrival,Expected,
BA 266,LHR,Arrival,Expected,G-ZBLG
AA 6962,LHR,Arrival,Expected,
MH 9955,LHR,Arrival,Expected,
EI 8966,LHR,Arrival,Expected,
VS 166,LHR,Arrival,Expected,
SK 6408,LHR,Arrival,Expected,
MU 4585,LHR,Arrival,Expected,
S4 8046,LHR,Arrival,Expected,
UA 6867,LHR,Arrival,Expected,
TP 1354,LHR,Arrival,Expected,
AI 7905,LHR,Arrival,Expected,
AD 7500,LHR,Arrival,Expected,
AC 2711,LHR,Arrival,Expected,
AC 6906,LHR,Arrival,Expected,
QR 9672,LHR,Arrival,Expected,
EI 158,LHR,Arrival,Expected,
BA 5958,LHR,Arrival,Expected,
AA 8036,LHR,Arrival,Expected,
QR 5962,LHR,Arrival,Expected,
AY 5974,LHR,Arrival,Expected,
MH 9835,LHR,Arrival,Expected,
JL 7752,LHR,Arrival,Expected,
IB 3744,LHR,Arrival,Expected,
BA 1475,LHR,Arrival,Expected,
AA 7196,LHR,Arrival,Expected,
TP 7029,LHR,Arrival,Expected,
AI 111,LHR,Arrival,Expected,
AC 6451,LHR,Arrival,Expected,
AA 6959,LHR,Arrival,Expected,
IB 3585,LHR,Arrival,Expected,
AY 5508,LHR,Arrival,Expected,
EI 8908,LHR,Arrival,Expected,
BA 208,LHR,Arrival,Expected,G-XLEG
SN 9103,LHR,Arrival,Expected,
LX 3123,LHR,Arrival,Expected,
AC 3769,LHR,Arrival,Expected,
OS 7912,LHR,Arrival,Expected,
NZ 9854,LHR,Arrival,Expected,
LH 8573,LHR,Arrival,Expected,
UA 930,LHR,Arrival,Expected,N78005
IB 3635,LHR,Arrival,Expected,
BA 296,LHR,Arrival,Expected,G-VIIE
AY 5536,LHR,Arrival,Expected,
AA 7005,LHR,Arrival,Expected,
EI 8996,LHR,Arrival,Expected,
AS 5288,LHR,Arrival,Expected,
QR 8360,LHR,Arrival,Expected,
AA 6679,LHR,Arrival,Expected,
BA 419,LHR,Arrival,Expected,
DL 36,LHR,Arrival,Expected,N842MH
AF 9092,LHR,Arrival,Expected,
VS 4067,LHR,Arrival,Expected,
KL 6195,LHR,Arrival,Expected,
SK 3979,LHR,Arrival,Expected,
RJ 7102,LHR,Arrival,Expected,
MH 9399,LHR,Arrival,Expected,
IB 4204,LHR,Arrival,Expected,
GF 4343,LHR,Arrival,Expected,
BA 1521,LHR,Arrival,Expected,
AA 78,LHR,Arrival,Expected,N842AA
AY 3760,LHR,Arrival,Expected,
EK 1,LHR,Arrival,Expected,
QF 8001,LHR,Arrival,Expected,
GA 8887,LHR,Arrival,Expected,
AA 6903,LHR,Arrival,Expected,
BA 807,LHR,Arrival,Expected,
CZ 7243,LHR,Arrival,Expected,
BA 1347,LHR,Arrival,Expected,
AY 6580,LHR,Arrival,Expected,
QR 8329,LHR,Arrival,Expected,
BA 335,LHR,Arrival,Expected,
LH 6841,LHR,Arrival,Expected,
AC 860,LHR,Arrival,Expected,
OS 8214,LHR,Arrival,Expected,
NZ 4824,LHR,Arrival,Expected,
MS 9614,LHR,Arrival,Expected,
AI 6302,LHR,Arrival,Expected,
UL 2860,LHR,Arrival,Expected,
UA 8582,LHR,Arrival,Expected,
A3 3050,LHR,Arrival,Expected,
BA 853,LHR,Arrival,Expected,
CX 7125,LHR,Arrival,Expected,
LA 5536,LHR,Arrival,Expected,
JL 7854,LHR,Arrival,Expected,
AA 6632,LHR,Arrival,Expected,
QR 8303,LHR,Arrival,Expected,
BA 433,LHR,Arrival,Expected,
AA 7168,LHR,Arrival,Expected,
MH 9691,LHR,Arrival,Expected,
AA 6690,LHR,Arrival,Expected,
QR 6008,LHR,Arrival,Expected,
IB 3696,LHR,Arrival,Expected,
AY 5884,LHR,Arrival,Expected,
BA 1303,LHR,Arrival,Expected,
KQ 4067,LHR,Arrival,Expected,
QR 6284,LHR,Arrival,Expected,
IB 3800,LHR,Arrival,Expected,
AA 7221,LHR,Arrival,Expected,
JL 7162,LHR,Arrival,Expected,
AY 5968,LHR,Arrival,Expected,
BA 1443,LHR,Arrival,Expected,
QF 3543,LHR,Arrival,Expected,
BA 755,LHR,Arrival,Expected,
AA 7130,LHR,Arrival,Expected,
QR 5941,LHR,Arrival,Expected,
KL 4813,LHR,Arrival,Expected,
AF 9889,LHR,Arrival,Expected,
VS 130,LHR,Arrival,Expected,G-VWAG
DL 5921,LHR,Arrival,Expected,
UA 9621,LHR,Arrival,Expected,
LH 5330,LHR,Arrival,Expected,
EW 9464,LHR,Arrival,Expected,D-AGWI
AC 6965,LHR,Arrival,Expected,
UA 9621,LHR,Arrival,Expected,
EW 9464,LHR,Arrival,Expected,D-AGWI
LH 5330,LHR,Arrival,Expected,
AC 6965,LHR,Arrival,Expected,
BA 284,LHR,Arrival,Expected,G-XLEI
AY 5524,LHR,Arrival,Expected,
AA 6995,LHR,Arrival,Expected,
AS 5278,LHR,Arrival,Expected,
IB 3625,LHR,Arrival,Expected,
IB 3625,LHR,Arrival,Expected,
BA 284,LHR,Arrival,Expected,G-XLEI
EI 8984,LHR,Arrival,Expected,
AY 5524,LHR,Arrival,Expected,
AS 5278,LHR,Arrival,Expected,
EI 8984,LHR,Arrival,Expected,
AA 6995,LHR,Arrival,Expected,
MH 9436,LHR,Arrival,Expected,
BA 1599,LHR,Arrival,Expected,
AY 3810,LHR,Arrival,Expected,
AA 734,LHR,Arrival,Expected,N730AN
IB 4761,LHR,Arrival,Expected,
BA 1599,LHR,Arrival,Expected,
MH 9436,LHR,Arrival,Expected,
IB 4761,LHR,Arrival,Expected,
AY 3810,LHR,Arrival,Expected,
AA 734,LHR,Arrival,Expected,N730AN
MH 9388,LHR,Arrival,Expected,
UL 2011,LHR,Arrival,Expected,
IB 4317,LHR,Arrival,Expected,
GF 6741,LHR,Arrival,Expected,
BA 1500,LHR,Arrival,Expected,
AY 3752,LHR,Arrival,Expected,
AA 56,LHR,Arrival,Expected,N734AR
JL 7714,LHR,Arrival,Expected,
QR 8366,LHR,Arrival,Expected,
BA 457,LHR,Arrival,Expected,
IB 3642,LHR,Arrival,Expected,
AA 6801,LHR,Arrival,Expected,
EI 8329,LHR,Arrival,Expected,
BA 829,LHR,Arrival,Expected,
QR 9701,LHR,Arrival,Expected,
AA 6773,LHR,Arrival,Expected,
EY 63,LHR,Arrival,Canceled,
QR 5883,LHR,Arrival,Expected,
BA 975,LHR,Arrival,Expected,
AA 6693,LHR,Arrival,Expected,
BA 945,LHR,Arrival,Expected,
AA 7205,LHR,Arrival,Expected,
BA 923,LHR,Arrival,Expected,
AA 7102,LHR,Arrival,Expected,
QR 8296,LHR,Arrival,Expected,
BA 1393,LHR,Arrival,Expected,
AA 6810,LHR,Arrival,Expected,
WB 1097,LHR,Arrival,Canceled,
QR 3,LHR,Arrival,Canceled,
BA 7003,LHR,Arrival,Canceled,
VA 6106,LHR,Arrival,Canceled,
SV 119,LHR,Arrival,Expected,HZ-AR32
GA 9112,LHR,Arrival,Expected,HZ-AR32
DL 7339,LHR,Arrival,Expected,HZ-AR32
VS 5716,LHR,Arrival,Expected,
QR 9745,LHR,Arrival,Expected,
BA 305,LHR,Arrival,Expected,
AA 6745,LHR,Arrival,Expected,
BA 192,LHR,Arrival,Expected,G-XWBR
IB 3574,LHR,Arrival,Expected,
AY 5492,LHR,Arrival,Expected,
EI 8892,LHR,Arrival,Expected,
AA 6949,LHR,Arrival,Expected,
